-5000.00	320.650	177687	1.93047	358.972	0.0000197023
-4950.00	320.325	176742	1.92215	358.790	0.0000196869
-4900.00	320.000	175802	1.91387	358.608	0.0000196714
-4850.00	319.675	174866	1.90561	358.426	0.0000196560
-4800.00	319.350	173933	1.89738	358.244	0.0000196405
-4750.00	319.025	173005	1.88917	358.061	0.0000196251
-4700.00	318.700	172081	1.88100	357.879	0.0000196096
-4650.00	318.375	171160	1.87285	357.696	0.0000195941
-4600.00	318.050	170244	1.86472	357.514	0.0000195787
-4550.00	317.725	169332	1.85663	357.331	0.0000195632
-4500.00	317.400	168423	1.84856	357.148	0.0000195477
-4450.00	317.075	167519	1.84052	356.965	0.0000195322
-4400.00	316.750	166618	1.83250	356.782	0.0000195167
-4350.00	316.425	165722	1.82451	356.599	0.0000195011
-4300.00	316.100	164829	1.81655	356.416	0.0000194856
-4250.00	315.775	163940	1.80861	356.233	0.0000194701
-4200.00	315.450	163055	1.80071	356.049	0.0000194545
-4150.00	315.125	162174	1.79282	355.866	0.0000194390
-4100.00	314.800	161297	1.78497	355.682	0.0000194234
-4050.00	314.475	160424	1.77714	355.499	0.0000194079
-4000.00	314.150	159554	1.76933	355.315	0.0000193923
-3950.00	313.825	158689	1.76156	355.131	0.0000193767
-3900.00	313.500	157827	1.75381	354.947	0.0000193611
-3850.00	313.175	156969	1.74608	354.763	0.0000193455
-3800.00	312.850	156115	1.73838	354.579	0.0000193299
-3750.00	312.525	155264	1.73071	354.395	0.0000193143
-3700.00	312.200	154417	1.72306	354.211	0.0000192987
-3650.00	311.875	153574	1.71544	354.026	0.0000192831
-3600.00	311.550	152735	1.70785	353.842	0.0000192674
-3550.00	311.225	151900	1.70028	353.657	0.0000192518
-3500.00	310.900	151068	1.69273	353.472	0.0000192362
-3450.00	310.575	150240	1.68522	353.288	0.0000192205
-3400.00	310.250	149415	1.67772	353.103	0.0000192048
-3350.00	309.925	148594	1.67026	352.918	0.0000191892
-3300.00	309.600	147777	1.66282	352.733	0.0000191735
-3250.00	309.275	146964	1.65540	352.547	0.0000191578
-3200.00	308.950	146154	1.64801	352.362	0.0000191421
-3150.00	308.625	145347	1.64064	352.177	0.0000191264
-3100.00	308.300	144545	1.63330	351.991	0.0000191107
-3050.00	307.975	143746	1.62599	351.806	0.0000190949
-3000.00	307.650	142950	1.61870	351.620	0.0000190792
-2950.00	307.325	142158	1.61143	351.434	0.0000190635
-2900.00	307.000	141370	1.60419	351.248	0.0000190477
-2850.00	306.675	140585	1.59698	351.062	0.0000190320
-2800.00	306.350	139804	1.58979	350.876	0.0000190162
-2750.00	306.025	139026	1.58262	350.690	0.0000190005
-2700.00	305.700	138252	1.57548	350.504	0.0000189847
-2650.00	305.375	137481	1.56837	350.317	0.0000189689
-2600.00	305.050	136714	1.56127	350.131	0.0000189531
-2550.00	304.725	135950	1.55421	349.944	0.0000189373
-2500.00	304.400	135190	1.54717	349.758	0.0000189215
-2450.00	304.075	134433	1.54015	349.571	0.0000189057
-2400.00	303.750	133679	1.53315	349.384	0.0000188898
-2350.00	303.425	132929	1.52618	349.197	0.0000188740
-2300.00	303.100	132183	1.51924	349.010	0.0000188582
-2250.00	302.775	131439	1.51232	348.823	0.0000188423
-2200.00	302.450	130699	1.50542	348.636	0.0000188265
-2150.00	302.125	129963	1.49855	348.448	0.0000188106
-2100.00	301.800	129230	1.49170	348.261	0.0000187947
-2050.00	301.475	128500	1.48488	348.073	0.0000187788
-2000.00	301.150	127774	1.47808	347.886	0.0000187630
-1950.00	300.825	127051	1.47130	347.698	0.0000187471
-1900.00	300.500	126331	1.46455	347.510	0.0000187311
-1850.00	300.175	125614	1.45782	347.322	0.0000187152
-1800.00	299.850	124901	1.45111	347.134	0.0000186993
-1750.00	299.525	124191	1.44443	346.946	0.0000186834
-1700.00	299.200	123485	1.43777	346.757	0.0000186674
-1650.00	298.875	122781	1.43114	346.569	0.0000186515
-1600.00	298.550	122081	1.42452	346.381	0.0000186355
-1550.00	298.225	121384	1.41794	346.192	0.0000186196
-1500.00	297.900	120691	1.41137	346.003	0.0000186036
-1450.00	297.575	120000	1.40483	345.815	0.0000185876
-1400.00	297.250	119313	1.39831	345.626	0.0000185716
-1350.00	296.925	118629	1.39182	345.437	0.0000185556
-1300.00	296.600	117948	1.38535	345.248	0.0000185396
-1250.00	296.275	117270	1.37890	345.058	0.0000185236
-1200.00	295.950	116596	1.37247	344.869	0.0000185076
-1150.00	295.625	115925	1.36607	344.680	0.0000184916
-1100.00	295.300	115256	1.35969	344.490	0.0000184755
-1050.00	294.975	114591	1.35333	344.301	0.0000184595
-1000.00	294.650	113929	1.34700	344.111	0.0000184434
-950.000	294.325	113270	1.34068	343.921	0.0000184274
-900.000	294.000	112614	1.33439	343.731	0.0000184113
-850.000	293.675	111962	1.32813	343.541	0.0000183952
-800.000	293.350	111312	1.32188	343.351	0.0000183791
-750.000	293.025	110665	1.31566	343.161	0.0000183630
-700.000	292.700	110022	1.30946	342.970	0.0000183469
-650.000	292.375	109381	1.30329	342.780	0.0000183308
-600.000	292.050	108744	1.29713	342.589	0.0000183147
-550.000	291.725	108109	1.29100	342.399	0.0000182986
-500.000	291.400	107478	1.28489	342.208	0.0000182824
-450.000	291.075	106849	1.27880	342.017	0.0000182663
-400.000	290.750	106223	1.27274	341.826	0.0000182501
-350.000	290.425	105601	1.26669	341.635	0.0000182340
-300.000	290.100	104981	1.26067	341.444	0.0000182178
-250.000	289.775	104365	1.25467	341.252	0.0000182016
-200.000	289.450	103751	1.24869	341.061	0.0000181854
-150.000	289.125	103140	1.24274	340.869	0.0000181692
-100.000	288.800	102532	1.23680	340.678	0.0000181530
-50.0000	288.475	101927	1.23089	340.486	0.0000181368
0.00000	288.150	101325	1.22500	340.294	0.0000181206
50.0000	287.825	100726	1.21913	340.102	0.0000181043
100.000	287.500	100129	1.21328	339.910	0.0000180881
150.000	287.175	99536.0	1.20746	339.718	0.0000180718
200.000	286.850	98945.3	1.20165	339.526	0.0000180556
250.000	286.525	98357.5	1.19587	339.333	0.0000180393
300.000	286.200	97772.6	1.19011	339.141	0.0000180230
350.000	285.875	97190.4	1.18436	338.948	0.0000180068
400.000	285.550	96611.1	1.17864	338.755	0.0000179905
450.000	285.225	96034.6	1.17295	338.563	0.0000179742
500.000	284.900	95460.8	1.16727	338.370	0.0000179579
550.000	284.575	94889.9	1.16161	338.177	0.0000179415
600.000	284.250	94321.7	1.15598	337.983	0.0000179252
650.000	283.925	93756.2	1.15036	337.790	0.0000179089
700.000	283.600	93193.6	1.14477	337.597	0.0000178925
750.000	283.275	92633.6	1.13920	337.403	0.0000178762
800.000	282.950	92076.4	1.13364	337.210	0.0000178598
850.000	282.625	91521.9	1.12811	337.016	0.0000178434
900.000	282.300	90970.1	1.12260	336.822	0.0000178271
950.000	281.975	90421.0	1.11711	336.628	0.0000178107
1000.00	281.650	89874.6	1.11164	336.434	0.0000177943
1050.00	281.325	89330.8	1.10619	336.240	0.0000177779
1100.00	281.000	88789.8	1.10077	336.046	0.0000177615
1150.00	280.675	88251.3	1.09536	335.851	0.0000177450
1200.00	280.350	87715.6	1.08997	335.657	0.0000177286
1250.00	280.025	87182.5	1.08460	335.462	0.0000177122
1300.00	279.700	86651.9	1.07925	335.267	0.0000176957
1350.00	279.375	86124.1	1.07393	335.073	0.0000176793
1400.00	279.050	85598.8	1.06862	334.878	0.0000176628
1450.00	278.725	85076.1	1.06333	334.683	0.0000176463
1500.00	278.400	84556.0	1.05807	334.487	0.0000176298
1550.00	278.075	84038.5	1.05282	334.292	0.0000176133
1600.00	277.750	83523.5	1.04759	334.097	0.0000175968
1650.00	277.425	83011.1	1.04239	333.901	0.0000175803
1700.00	277.100	82501.3	1.03720	333.705	0.0000175638
1750.00	276.775	81994.0	1.03203	333.510	0.0000175473
1800.00	276.450	81489.2	1.02688	333.314	0.0000175307
1850.00	276.125	80987.0	1.02176	333.118	0.0000175142
1900.00	275.800	80487.2	1.01665	332.922	0.0000174976
1950.00	275.475	79990.0	1.01156	332.726	0.0000174811
2000.00	275.150	79495.2	1.00649	332.529	0.0000174645
2050.00	274.825	79002.9	1.00144	332.333	0.0000174479
2100.00	274.500	78513.1	0.996410	332.136	0.0000174313
2150.00	274.175	78025.8	0.991399	331.940	0.0000174147
2200.00	273.850	77540.9	0.986407	331.743	0.0000173981
